Building Public ID,Building Type,Building Use,Building Location Region,Building New or Renovation,Building Area in Square Meters,Building Area in Square Feet,Building Storeys,Life Cycle Assessment Year,Life Cycle Assessment Reference Period,Life Cycle Assessment Source Code,Life Cycle Assessment Stages,Life Cycle Assessment Building Scope,Life Cycle Assessment Material Quantity,Embodied Carbon Whole Building Excluding Operational,Embodied Carbon Life Cycle Assessment Area Per Square Meter,Minimum Building Area in Square Meters,Maximum Building Area in Square Meters,Minimum Building Area in Square Feet,Maximum Building Area in Square Feet,Minimum Building Storeys,Maximum Building Storeys
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011.0,,,A,SF,N,27808.02,377.84,0.0,93.0,#NAME?,1000.0,7.0,14.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011.0,,,A,SF,N,27075.09,374.11,0.0,93.0,#NAME?,1000.0,7.0,14.0
A01,Commercial,Public Assembly,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011.0,,,A,SF,N,26342.16,370.39,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011.0,,,A,SF,N,25609.23,366.66,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011.0,,,A,SF,N,24876.3,362.94,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011.0,,,A,SF,N,24143.36,359.22,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011.0,,,A,SF,N,23410.43,355.49,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011.0,,,A,SF,N,22677.5,351.77,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Office,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2011.0,,,A,SF,N,21944.57,348.04,2324.0,4645.0,25001,50000.0,7.0,14.0
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2011.0,,,A,SF,N,21211.64,344.32,2324.0,4645.0,25001,50000.0,7.0,14.0
A01,Commercial,Education,Europe,New,2324 to 4645,"25,001 to 50,000",1 to 6,2010.0,,,A,SF,N,1470.0,341.86,2324.0,4645.0,25001,50000.0,1.0,6.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010.0,,,A,SF,N,6761.0,303.39,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010.0,,,A,SF,N,6096.0,273.55,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010.0,,,A,SF,N,5745.0,257.8,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010.0,,,A,SF,N,5505.0,247.03,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2010.0,,,A,SF,N,787.0,220.02,2324.0,4645.0,25001,50000.0,7.0,14.0
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010.0,,,A,SF,N,4672.0,209.65,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Residential,Other ,Europe,New,94 to 465,"1,001 to 5,000",1 to 6,2012.0,60.0,,ABC,SFEI,N,101.0,200.0,94.0,465.0,1001,5000.0,1.0,6.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",More than 25,2010.0,,,A,SF,N,0.07,70.0,0.0,93.0,#NAME?,1000.0,25.0,1000000000.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",More than 25,2010.0,,,A,SF,N,0.07,70.0,0.0,93.0,#NAME?,1000.0,25.0,1000000000.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",More than 25,2010.0,,,A,SF,N,0.07,70.0,0.0,93.0,#NAME?,1000.0,25.0,1000000000.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2010.0,,,A,SF,N,0.05,50.0,0.0,93.0,#NAME?,1000.0,7.0,14.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",More than 25,2010.0,,,A,SF,N,0.05,50.0,0.0,93.0,#NAME?,1000.0,25.0,1000000000.0
A01,Residential,Other ,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2010.0,,,A,SF,N,163.0,42.66,2324.0,4645.0,25001,50000.0,7.0,14.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2010.0,,,A,SF,N,0.03,30.0,0.0,93.0,#NAME?,1000.0,7.0,14.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2010.0,,,A,SF,N,0.03,30.0,0.0,93.0,#NAME?,1000.0,7.0,14.0
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2010.0,,,A,SF,N,0.01,10.0,0.0,93.0,#NAME?,1000.0,7.0,14.0
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",More than 25,2013.0,,,A,SFEI,N,69959.0,,46452.0,92903.0,500001,1000000.0,25.0,1000000000.0
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2013.0,,,A,SFEI,N,43461.0,,46452.0,92903.0,500001,1000000.0,7.0,14.0
A01,Residential,Other ,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2013.0,,,A,SFEI,N,15157.0,,18581.0,46451.0,200001,500000.0,7.0,14.0
A01,Commercial,Mercantile,Europe,New,9291 to 18580,"100,001 to 200,000",1 to 6,2013.0,,,A,SFEI,N,9229.0,,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,1817.19,2745.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Other,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,2591.6,2728.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Mixed,Middle East,New,Over 92903,Over 1 million,More than 25,2013.0,50.0,14.0,A,SF,Y,1464614.4,2661.0,92903.0,1000000000.0,1000000,inf,25.0,1000000000.0
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,10038.34,2156.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,3005.46,2156.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,1956.5,2066.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Other,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,1703.31,1929.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2014.0,50.0,14.0,A,SF,Y,29839.7,1874.0,9291.0,18580.0,100001,200000.0,7.0,14.0
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,51961.89,1829.0,18581.0,46451.0,200001,500000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,51819.84,1824.0,18581.0,46451.0,200001,500000.0,1.0,6.0
A02,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,5863.36,1803.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,3877.71,1765.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Other,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,1389.5,1707.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",1 to 6,2014.0,50.0,14.0,A,SF,Y,90802.09,1629.0,46452.0,92903.0,500001,1000000.0,1.0,6.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,1602.4,1604.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,1602.4,1604.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,1602.4,1604.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,1589.93,1479.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2015.0,50.0,14.0,A,SF,Y,14378.87,1474.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,6585.33,1455.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,11266.57,1417.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,12850.99,1386.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,3315.22,1314.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,745.34,1294.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Mixed,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,813.35,1261.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Other,Middle East,New,4646 to 9290,"50,001 to 100,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,8105.5,1247.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,25946.88,1207.0,18581.0,46451.0,200001,500000.0,1.0,6.0
A02,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,11907.76,1194.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,20400.97,1187.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2014.0,50.0,14.0,A,SF,Y,13221.53,1186.0,9291.0,18580.0,100001,200000.0,7.0,14.0
A02,Commercial,Other,North America,New,Over 92903,Over 1 million,More than 25,2015.0,50.0,14.0,A,SF,Y,164992.79,1167.0,92903.0,1000000000.0,1000000,inf,25.0,1000000000.0
A02,Commercial,Office,North America,New,930 to 2323,"10,001 to 25,000",15 to 25,2015.0,50.0,14.0,A,SF,Y,1441.51,1108.0,930.0,2323.0,10001,25000.0,15.0,25.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,2020.09,1082.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Education,Asia-Pacific,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,1713.59,1065.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Mixed,Middle East,New,Over 92903,Over 1 million,More than 25,2014.0,50.0,14.0,A,SF,Y,582994.7,1060.0,92903.0,1000000000.0,1000000,inf,25.0,1000000000.0
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,937.36,1009.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Residential,Other,North America,New,94 to 465,"1,001 to 5,000",1 to 6,2015.0,50.0,14.0,A,SF,Y,384.53,1004.0,94.0,465.0,1001,5000.0,1.0,6.0
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,2538.54,1001.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,4252.63,995.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,13097.06,979.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Residential,Multi-family,North America,New,4646 to 9290,"50,001 to 100,000",7 to 14,2013.0,50.0,14.0,A,SF,Y,5511.87,974.0,4646.0,9290.0,500001,100000.0,7.0,14.0
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,5563.2,950.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2014.0,50.0,14.0,A,SF,Y,18987.05,935.0,18581.0,46451.0,200001,500000.0,7.0,14.0
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,4008.35,927.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,9478.56,910.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,12238.59,910.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,1509.35,876.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,896.57,873.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,3236.64,871.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Mixed,Middle East,New,18581 to 46451,"200,001 to 500,000",More than 25,2014.0,50.0,14.0,A,SF,Y,37419.57,870.0,18581.0,46451.0,200001,500000.0,25.0,1000000000.0
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,10022.02,863.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,1907.32,820.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Lodging,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,801.2,802.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,801.2,802.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,801.2,802.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,720.27,795.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,6613.55,791.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,23515.14,790.0,18581.0,46451.0,200001,500000.0,1.0,6.0
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,26807.74,782.0,18581.0,46451.0,200001,500000.0,1.0,6.0
A02,Residential,Other,North America,New,466 to 929,"5,001 to 10,000",7 to 14,2014.0,50.0,14.0,A,SF,Y,713.47,768.0,466.0,929.0,5001,10000.0,7.0,14.0
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,7854.63,746.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,16178.57,742.0,18581.0,46451.0,200001,500000.0,1.0,6.0
A02,Commercial,Public Assembly,Europe,New,4646 to 9290,"50,001 to 100,000",More than 25,2014.0,50.0,14.0,A,SF,Y,6129.54,701.0,4646.0,9290.0,500001,100000.0,25.0,1000000000.0
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,3509.87,665.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2015.0,50.0,14.0,A,SF,Y,11953.07,662.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Other,North America,New,94 to 465,"1,001 to 5,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,280.93,661.0,94.0,465.0,1001,5000.0,1.0,6.0
A02,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2014.0,50.0,14.0,A,SF,Y,24494.68,661.0,18581.0,46451.0,200001,500000.0,7.0,14.0
A02,Residential,Other,North America,New,18581 to 46451,"200,001 to 500,000",More than 25,2013.0,50.0,14.0,A,SF,Y,23304.25,655.0,18581.0,46451.0,200001,500000.0,25.0,1000000000.0
A02,Commercial,Health Care,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015.0,50.0,14.0,A,SF,Y,4361.23,652.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,3931.39,651.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,1710.07,648.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Education,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,2589.03,645.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,935.09,644.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Other,Europe,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,1871.13,643.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Residential,Other,Asia-Pacific,New,Over 92903,Over 1 million,More than 25,2013.0,50.0,14.0,A,SF,Y,61423.88,639.0,92903.0,1000000000.0,1000000,inf,25.0,1000000000.0
A02,Commercial,Health Care,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,3511.13,621.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,491.75,617.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Public Assembly,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,10784.19,610.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,7892.93,601.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Education,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,18219.27,598.0,18581.0,46451.0,200001,500000.0,1.0,6.0
A02,Commercial,Mixed,Middle East,New,46452 to 92903,"500,001 to 1 million",More than 25,2014.0,50.0,14.0,A,SF,Y,33832.59,597.0,46452.0,92903.0,500001,1000000.0,25.0,1000000000.0
A02,Commercial,Public Assembly,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,2548.85,594.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Mixed,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2014.0,50.0,14.0,A,SF,Y,18674.77,594.0,18581.0,46451.0,200001,500000.0,7.0,14.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,1320.5,583.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,2764.98,577.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,3130.56,576.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Public Assembly,Middle East,New,9291 to 18580,"100,001 to 200,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,7980.0,570.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,Over 92903,Over 1 million,15 to 25,2014.0,50.0,14.0,A,SF,Y,59764.2,562.0,92903.0,1000000000.0,1000000,inf,15.0,25.0
A02,Commercial,Public Assembly,North America,New,46452 to 92903,"500,001 to 1 million",7 to 14,2013.0,50.0,14.0,A,SF,Y,26119.6,561.0,46452.0,92903.0,500001,1000000.0,7.0,14.0
A02,Commercial,Public Assembly,Middle East,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,2235.84,544.0,2324.0,4645.0,25001,50000.0,1.0,6.0
A02,Commercial,Other,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,428.18,542.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Other,Asia-Pacific,New,46452 to 92903,"500,001 to 1 million",7 to 14,2013.0,50.0,14.0,A,SF,Y,31809.5,535.0,46452.0,92903.0,500001,1000000.0,7.0,14.0
A02,Commercial,Lodging,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,617.21,533.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,46452 to 92903,"500,001 to 1 million",15 to 25,2014.0,50.0,14.0,A,SF,Y,35196.66,533.0,46452.0,92903.0,500001,1000000.0,15.0,25.0
A02,Commercial,Mixed,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,296.32,532.0,466.0,929.0,5001,10000.0,1.0,6.0
A02,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,3086.19,529.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Residential,Other,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2013.0,50.0,14.0,A,SF,Y,13221.65,528.0,18581.0,46451.0,200001,500000.0,7.0,14.0
A02,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,5448.44,516.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,575.26,515.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,4838.37,510.0,9291.0,18580.0,100001,200000.0,1.0,6.0
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,2567.91,509.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Health Care,Africa,New,46452 to 92903,"500,001 to 1 million",7 to 14,2014.0,50.0,14.0,A,SF,Y,31408.12,508.0,46452.0,92903.0,500001,1000000.0,7.0,14.0
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,10613.54,507.0,18581.0,46451.0,200001,500000.0,1.0,6.0
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,3944.21,487.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Health Care,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013.0,50.0,14.0,A,SF,Y,1063.61,485.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,2484.0,480.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2014.0,50.0,14.0,A,SF,Y,12372.48,480.0,18581.0,46451.0,200001,500000.0,7.0,14.0
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014.0,50.0,14.0,A,SF,Y,812.12,478.0,930.0,2323.0,10001,25000.0,1.0,6.0
A02,Residential,Other,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2013.0,50.0,14.0,A,SF,Y,14430.5,459.0,18581.0,46451.0,200001,500000.0,7.0,14.0
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2015.0,50.0,14.0,A,SF,Y,3763.37,456.0,4646.0,9290.0,500001,100000.0,1.0,6.0
A02,Commercial,Public Assembly,Middle East,New,18581 to 46451,"200,001 to 500,000",15 to 25,2014.0,50.0,14.0,A,SF,Y,8515.04,453.0,18581.0,46451.0,200001,500000.0,15.0,25.0
